,title,count,mean,std,min,25%,50%,75%,max
1294,"Secret of Roan Inish, The (1994)",71.0,3.859154929577465,1.004216462833264,1.0,3.0,4.0,5.0,5.0
1295,Secrets & Lies (1996),162.0,4.265432098765432,0.8690196509549591,1.0,4.0,4.0,5.0,5.0
1296,Selena (1997),16.0,3.625,1.2583057392117916,1.0,3.0,4.0,5.0,5.0
1297,Sense and Sensibility (1995),268.0,4.0111940298507465,0.901447894656538,1.0,4.0,4.0,5.0,5.0
1298,Senseless (1998),7.0,2.4285714285714284,1.2724180205607036,1.0,1.5,2.0,3.5,4.0
1299,Serial Mom (1994),54.0,2.814814814814815,1.1667415369806642,1.0,2.0,3.0,4.0,5.0
1300,Set It Off (1996),19.0,3.421052631578948,1.1212983285105118,1.0,3.0,4.0,4.0,5.0
1301,Seven (Se7en) (1995),236.0,3.8474576271186436,1.0689196665400265,1.0,3.0,4.0,5.0,5.0
1302,Seven Years in Tibet (1997),155.0,3.4580645161290318,1.0704939367123545,1.0,3.0,4.0,4.0,5.0
1303,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",72.0,3.5416666666666665,1.1978560660319657,1.0,3.0,4.0,5.0,5.0
1304,"Sex, Lies, and Videotape (1989)",101.0,3.4752475247524752,0.9120752096832868,1.0,3.0,4.0,4.0,5.0
1305,"Sexual Life of the Belgians, The (1994)",2.0,1.5,0.7071067811865476,1.0,1.25,1.5,1.75,2.0
1306,Sgt. Bilko (1996),74.0,2.5675675675675675,0.9662961496336108,1.0,2.0,3.0,3.0,5.0
1307,Shadow Conspiracy (1997),44.0,2.863636363636364,1.2866200373487893,1.0,2.0,3.0,4.0,5.0
1308,Shadow of Angels (Schatten der Engel) (1976),1.0,1.0,,1.0,1.0,1.0,1.0,1.0
1309,"Shadow, The (1994)",45.0,2.888888888888889,0.9101004495564368,1.0,2.0,3.0,3.0,5.0
1310,Shadowlands (1993),78.0,3.935897435897436,0.9305736757330748,1.0,3.0,4.0,5.0,5.0
1311,Shadows (Cienie) (1988),1.0,1.0,,1.0,1.0,1.0,1.0,1.0
1312,"Shaggy Dog, The (1959)",30.0,3.0,1.0170952554312156,1.0,2.0,3.0,4.0,5.0
1313,Shall We Dance? (1937),17.0,3.7058823529411766,1.1048023512348797,2.0,3.0,4.0,5.0,5.0
1314,Shall We Dance? (1996),46.0,4.260869565217392,0.998549672913352,1.0,4.0,5.0,5.0,5.0
1315,Shallow Grave (1994),66.0,3.8181818181818175,1.0800155399037403,1.0,3.0,4.0,5.0,5.0
1316,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),26.0,3.5769230769230766,1.3014784492438412,1.0,3.0,4.0,5.0,5.0
1317,"Shawshank Redemption, The (1994)",283.0,4.445229681978798,0.7670082342819282,1.0,4.0,5.0,5.0,5.0
1318,She's So Lovely (1997),53.0,2.7358490566037736,1.2580654164877734,1.0,2.0,3.0,4.0,5.0
1319,She's the One (1996),73.0,3.0136986301369864,0.9788478301459484,1.0,2.0,3.0,4.0,5.0
1320,Shiloh (1997),12.0,2.833333333333333,1.337115846843043,1.0,2.0,3.0,3.25,5.0
1321,Shine (1996),129.0,3.922480620155039,0.92375256343331,1.0,3.0,4.0,5.0,5.0
1322,"Shining, The (1980)",206.0,3.825242718446602,1.0114195237365642,1.0,3.0,4.0,5.0,5.0
1323,"Shooter, The (1995)",3.0,2.6666666666666665,1.5275252316519463,1.0,2.0,3.0,3.5,4.0
1324,Shooting Fish (1997),10.0,2.5,1.5092308563562358,1.0,1.0,2.5,3.75,5.0
1325,Shopping (1994),1.0,2.0,,2.0,2.0,2.0,2.0,2.0
1326,Short Cuts (1993),67.0,3.776119402985074,0.981972281321874,1.0,3.0,4.0,4.0,5.0
1327,"Show, The (1995)",2.0,3.0,1.4142135623730951,2.0,2.5,3.0,3.5,4.0
1328,Showgirls (1995),23.0,1.9565217391304348,1.147260011329968,1.0,1.0,2.0,2.0,5.0
1329,"Silence of the Lambs, The (1991)",390.0,4.28974358974359,0.8365969971421031,1.0,4.0,4.0,5.0,5.0
1330,"Silence of the Palace, The (Saimt el Qusur) (1994)",1.0,3.0,,3.0,3.0,3.0,3.0,3.0
1331,"Simple Twist of Fate, A (1994)",10.0,3.2,0.7888106377466155,2.0,3.0,3.0,4.0,4.0
1332,"Simple Wish, A (1997)",3.0,1.6666666666666667,1.1547005383792517,1.0,1.0,1.0,2.0,3.0
1333,Singin' in the Rain (1952),137.0,3.992700729927008,0.9888819471337876,1.0,3.0,4.0,5.0,5.0
1334,Sirens (1994),59.0,2.983050847457627,1.1062756005022032,1.0,2.0,3.0,4.0,5.0
1335,Six Degrees of Separation (1993),74.0,3.77027027027027,0.884374204832167,1.0,3.0,4.0,4.0,5.0
1336,"Sixth Man, The (1997)",9.0,3.2222222222222223,1.2018504251546631,1.0,3.0,3.0,4.0,5.0
1337,Sleeper (1973),82.0,3.634146341463415,1.0001505457291184,1.0,3.0,4.0,4.0,5.0
1338,Sleepers (1996),169.0,3.5147928994082838,0.9518560119935834,1.0,3.0,4.0,4.0,5.0
1339,Sleepless in Seattle (1993),213.0,3.539906103286385,1.0115157646251556,1.0,3.0,4.0,4.0,5.0
1340,Sleepover (1995),1.0,3.0,,3.0,3.0,3.0,3.0,3.0
1341,Sliding Doors (1998),5.0,2.6,1.8165902124584952,1.0,1.0,2.0,4.0,5.0
1342,Sling Blade (1996),136.0,4.198529411764706,0.7964723420942708,1.0,4.0,4.0,5.0,5.0
1343,"Slingshot, The (1993)",2.0,3.5,0.7071067811865476,3.0,3.25,3.5,3.75,4.0
1344,Sliver (1993),37.0,2.4054054054054053,1.1892915598853018,1.0,2.0,2.0,3.0,5.0
1345,Small Faces (1995),1.0,2.0,,2.0,2.0,2.0,2.0,2.0
1346,"Smile Like Yours, A (1997)",25.0,2.88,1.0923979738782623,1.0,3.0,3.0,3.0,5.0
1347,Smilla's Sense of Snow (1997),48.0,3.1666666666666665,1.0585685503955449,1.0,3.0,3.0,4.0,5.0
1348,Smoke (1995),74.0,3.6216216216216215,0.8058468310681249,2.0,3.0,4.0,4.0,5.0
1349,Sneakers (1992),150.0,3.513333333333333,0.8954520935826584,1.0,3.0,3.0,4.0,5.0
1350,Snow White and the Seven Dwarfs (1937),172.0,3.7093023255813953,0.8965988896287179,1.0,3.0,4.0,4.0,5.0
1351,So Dear to My Heart (1949),4.0,3.25,1.707825127659933,1.0,2.5,3.5,4.25,5.0
1352,So I Married an Axe Murderer (1993),95.0,3.0526315789473686,1.0951383965064865,1.0,2.0,3.0,4.0,5.0
1353,Solo (1996),12.0,1.8333333333333333,1.1934162828797104,1.0,1.0,1.5,2.0,5.0
1354,Some Folks Call It a Sling Blade (1993),41.0,4.2926829268292686,0.8730378697119731,1.0,4.0,4.0,5.0,5.0
1355,Some Kind of Wonderful (1987),59.0,3.6610169491525424,0.8223215557718789,1.0,3.0,4.0,4.0,5.0
1356,Some Like It Hot (1959),128.0,3.984375,0.9719237762148089,1.0,3.0,4.0,5.0,5.0
1357,Some Mother's Son (1996),2.0,4.5,0.7071067811865476,4.0,4.25,4.5,4.75,5.0
1358,Somebody to Love (1994),2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1359,Someone Else's America (1995),1.0,5.0,,5.0,5.0,5.0,5.0,5.0
1360,Something to Talk About (1995),26.0,2.769230769230769,1.1766968108291045,1.0,2.0,3.0,4.0,5.0
1361,Somewhere in Time (1980),82.0,3.4268292682926833,0.9690327085521432,1.0,3.0,3.0,4.0,5.0
1362,Son in Law (1993),39.0,2.4871794871794872,1.1441336614913595,1.0,2.0,2.0,3.0,5.0
1363,Sophie's Choice (1982),58.0,3.896551724137931,0.9307543662321078,2.0,3.0,4.0,5.0,5.0
1364,Soul Food (1997),59.0,3.1694915254237284,1.2198437205286383,1.0,3.0,3.0,4.0,5.0
1365,"Sound of Music, The (1965)",222.0,3.765765765765766,1.1569577437850358,1.0,3.0,4.0,5.0,5.0
1366,Space Jam (1996),93.0,2.7741935483870965,1.0014015423836529,1.0,2.0,3.0,3.0,5.0
1367,"Spanish Prisoner, The (1997)",1.0,4.0,,4.0,4.0,4.0,4.0,4.0
1368,Spanking the Monkey (1994),27.0,3.0740740740740735,1.0715167512214396,1.0,3.0,3.0,4.0,5.0
1369,Spawn (1997),143.0,2.6153846153846154,1.1378449913185398,1.0,2.0,3.0,3.0,5.0
1370,"Specialist, The (1994)",20.0,2.25,0.7863975156570492,1.0,2.0,2.0,3.0,3.0
1371,Species (1995),45.0,2.8666666666666667,1.0995866992151682,1.0,2.0,3.0,4.0,5.0
1372,Speechless (1994),36.0,3.083333333333333,0.9964221709983889,1.0,3.0,3.0,4.0,5.0
1373,Speed (1994),230.0,3.6478260869565218,0.9722658742961544,1.0,3.0,4.0,4.0,5.0
1374,Speed 2: Cruise Control (1997),38.0,2.131578947368421,1.0947306871475957,1.0,1.0,2.0,3.0,5.0
1375,Spellbound (1945),30.0,3.933333333333333,0.5208304597621877,3.0,4.0,4.0,4.0,5.0
1376,Sphere (1998),41.0,2.9268292682926833,1.0097089655549023,1.0,2.0,3.0,4.0,5.0
1377,Spice World (1997),26.0,2.1153846153846154,1.5053749852292104,1.0,1.0,1.0,3.0,5.0
1378,Spirits of the Dead (Tre passi nel delirio) (1968),2.0,2.5,2.1213203435596424,1.0,1.75,2.5,3.25,4.0
1379,"Spitfire Grill, The (1996)",97.0,3.8041237113402064,1.0571105986931626,1.0,3.0,4.0,5.0,5.0
1380,Sprung (1997),3.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0
1381,Spy Hard (1996),43.0,2.511627906976744,1.0088204574616506,1.0,2.0,2.0,3.0,5.0
1382,Squeeze (1996),3.0,1.6666666666666667,1.1547005383792517,1.0,1.0,1.0,2.0,3.0
1383,Stag (1997),9.0,2.1111111111111107,0.7817359599705717,1.0,2.0,2.0,3.0,3.0
1384,Stalingrad (1993),12.0,3.1666666666666665,1.5859229221975182,1.0,1.75,3.5,4.25,5.0
1385,Stalker (1979),11.0,3.5454545454545454,1.439696937805757,1.0,2.5,4.0,5.0,5.0
1386,Stand by Me (1986),227.0,3.8810572687224667,0.8460960484805816,1.0,3.0,4.0,4.0,5.0
1387,Star Kid (1997),3.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0
1388,"Star Maker, The (Uomo delle stelle, L') (1995)",12.0,3.1666666666666665,0.937436866561092,1.0,3.0,3.0,4.0,4.0
1389,Star Maps (1997),19.0,3.0526315789473686,1.2681431837544703,1.0,2.5,3.0,4.0,5.0
1390,Star Trek III: The Search for Spock (1984),171.0,3.111111111111111,0.9606642582054687,1.0,3.0,3.0,4.0,5.0
1391,Star Trek IV: The Voyage Home (1986),199.0,3.4472361809045227,1.0327857295338527,1.0,3.0,3.0,4.0,5.0
1392,Star Trek V: The Final Frontier (1989),63.0,2.3968253968253967,1.1714298202883204,1.0,1.0,2.0,3.0,5.0
1393,Star Trek VI: The Undiscovered Country (1991),161.0,3.279503105590062,1.05006654624971,1.0,3.0,3.0,4.0,5.0
1394,Star Trek: First Contact (1996),365.0,3.6602739726027407,0.9285963243110592,1.0,3.0,4.0,4.0,5.0
1395,Star Trek: Generations (1994),116.0,3.3362068965517233,0.9504595274620212,1.0,3.0,3.0,4.0,5.0
1396,Star Trek: The Motion Picture (1979),117.0,3.034188034188034,1.0661857890406057,1.0,2.0,3.0,4.0,5.0
1397,Star Trek: The Wrath of Khan (1982),244.0,3.8155737704918034,0.9616104882752871,1.0,3.0,4.0,5.0,5.0
1398,Star Wars (1977),584.0,4.359589041095891,0.8809848509860994,1.0,4.0,5.0,5.0,5.0
1399,Stargate (1994),127.0,3.141732283464567,1.013593399027776,1.0,2.5,3.0,4.0,5.0
1400,"Stars Fell on Henrietta, The (1995)",3.0,2.333333333333333,1.5275252316519463,1.0,1.5,2.0,3.0,4.0
1401,Starship Troopers (1997),211.0,3.2322274881516586,1.174370861112996,1.0,2.0,3.0,4.0,5.0
1402,"Steal Big, Steal Little (1995)",7.0,2.571428571428572,0.9759000729485332,1.0,2.0,3.0,3.0,4.0
1403,Stealing Beauty (1996),64.0,3.375,1.1478067422089475,1.0,2.0,4.0,4.0,5.0
1404,Steel (1997),19.0,2.1578947368421053,1.5004872502970803,1.0,1.0,1.0,3.0,5.0
1405,Stefano Quantestorie (1993),1.0,1.0,,1.0,1.0,1.0,1.0,1.0
1406,Stephen King's The Langoliers (1995),29.0,2.413793103448276,1.118584608822058,1.0,2.0,2.0,3.0,5.0
1407,"Sting, The (1973)",241.0,4.058091286307054,0.8296252215903,1.0,4.0,4.0,5.0,5.0
1408,Stonewall (1995),5.0,4.2,0.4472135954999579,4.0,4.0,4.0,4.0,5.0
1409,"Story of Xinghua, The (1993)",5.0,3.2,1.4832396974191326,1.0,3.0,3.0,4.0,5.0
1410,Strange Days (1995),87.0,3.2643678160919536,1.028204238544782,1.0,3.0,3.0,4.0,5.0
1411,Stranger in the House (1997),7.0,2.4285714285714284,0.9759000729485332,1.0,2.0,2.0,3.0,4.0
1412,"Stranger, The (1994)",3.0,3.0,1.7320508075688772,1.0,2.5,4.0,4.0,4.0
1413,Strawberry and Chocolate (Fresa y chocolate) (1993),11.0,3.272727272727273,1.489356175728901,1.0,2.5,3.0,4.5,5.0
1414,Street Fighter (1994),8.0,2.75,1.2817398889233114,1.0,2.0,2.5,3.25,5.0
1415,"Streetcar Named Desire, A (1951)",98.0,3.8163265306122454,0.977551525527972,1.0,3.0,4.0,4.0,5.0
1416,Strictly Ballroom (1992),104.0,4.028846153846153,0.8972095984106553,1.0,3.0,4.0,5.0,5.0
1417,Striking Distance (1993),12.0,2.583333333333333,0.996204919895622,1.0,2.0,3.0,3.0,4.0
1418,Stripes (1981),5.0,3.8,0.8366600265340756,3.0,3.0,4.0,4.0,5.0
1419,Striptease (1996),67.0,2.238805970149253,1.1021954982340718,1.0,1.0,2.0,3.0,5.0
1420,Stuart Saves His Family (1995),16.0,2.125,1.1474609652039005,1.0,1.0,2.0,3.0,4.0
1421,"Stupids, The (1996)",17.0,2.0,1.4142135623730951,1.0,1.0,1.0,3.0,5.0
1422,SubUrbia (1997),12.0,3.6666666666666665,0.7784989441615231,3.0,3.0,3.5,4.0,5.0
1423,"Substance of Fire, The (1996)",4.0,3.25,0.957427107756338,2.0,2.75,3.5,4.0,4.0
1424,"Substitute, The (1996)",49.0,2.6938775510204085,1.024778057936064,1.0,2.0,3.0,3.0,5.0
1425,Sudden Death (1995),47.0,2.723404255319149,1.0363423905333031,1.0,2.0,3.0,3.0,5.0
1426,Sudden Manhattan (1996),2.0,1.5,0.7071067811865476,1.0,1.25,1.5,1.75,2.0
1427,"Sum of Us, The (1994)",11.0,3.5454545454545454,1.4396969378057565,1.0,3.0,4.0,4.5,5.0
1428,"Sunchaser, The (1996)",1.0,3.0,,3.0,3.0,3.0,3.0,3.0
1429,Sunset Blvd. (1950),65.0,4.2,0.8139410298049853,2.0,4.0,4.0,5.0,5.0
1430,Sunset Park (1996),8.0,2.5,1.1952286093343936,1.0,1.75,2.5,3.25,4.0
1431,Super Mario Bros. (1993),26.0,2.0769230769230766,1.055389100685692,1.0,1.0,2.0,3.0,4.0
1432,Supercop (1992),65.0,3.5384615384615383,1.0319417842852598,1.0,3.0,4.0,4.0,5.0
1433,Surviving Picasso (1996),19.0,3.1052631578947367,0.9941348467724344,1.0,2.5,3.0,4.0,5.0
1434,Surviving the Game (1994),11.0,2.4545454545454546,0.8201995322647243,1.0,2.0,3.0,3.0,3.0
1435,Suture (1993),4.0,2.25,0.957427107756338,1.0,1.75,2.5,3.0,3.0
1436,"Swan Princess, The (1994)",7.0,2.8571428571428568,1.2149857925879115,1.0,2.0,3.0,4.0,4.0
1437,"Sweet Hereafter, The (1997)",44.0,3.772727272727273,1.0084212013037512,2.0,3.0,4.0,5.0,5.0
1438,Sweet Nothing (1995),1.0,3.0,,3.0,3.0,3.0,3.0,3.0
1439,Swept from the Sea (1997),7.0,2.4285714285714284,1.8126539343499315,1.0,1.0,1.0,4.0,5.0
1440,Swimming with Sharks (1995),47.0,3.5744680851063837,0.9944340940643364,1.0,3.0,4.0,4.0,5.0
1441,Swingers (1996),157.0,3.828025477707006,1.0571996387957217,1.0,3.0,4.0,5.0,5.0
1442,Swiss Family Robinson (1960),39.0,3.358974358974359,0.8106910465827575,1.0,3.0,3.0,4.0,5.0
1443,Switchback (1997),17.0,2.8235294117647056,1.3800042625680118,1.0,2.0,3.0,4.0,5.0
1444,Switchblade Sisters (1975),13.0,3.2307692307692313,1.0919284281983377,1.0,3.0,3.0,4.0,5.0
1445,"Sword in the Stone, The (1963)",82.0,3.3292682926829267,0.7544907210284542,1.0,3.0,3.0,4.0,5.0
1446,"Symphonie pastorale, La (1946)",1.0,1.0,,1.0,1.0,1.0,1.0,1.0
1447,T-Men (1947),1.0,1.0,,1.0,1.0,1.0,1.0,1.0
1448,Tainted (1998),1.0,3.0,,3.0,3.0,3.0,3.0,3.0
1449,Tales From the Crypt Presents: Demon Knight (1995),43.0,2.976744186046512,1.2049179401622825,1.0,2.0,3.0,4.0,5.0
1450,Tales from the Crypt Presents: Bordello of Blood (1996),55.0,2.636363636363636,1.0777829844714388,1.0,2.0,3.0,3.0,5.0
1451,Tales from the Hood (1995),27.0,2.0370370370370368,1.0554430889252695,1.0,1.0,2.0,3.0,4.0
1452,Talking About Sex (1994),5.0,1.8,1.0954451150103324,1.0,1.0,1.0,3.0,3.0
1453,"Tango Lesson, The (1997)",13.0,3.3846153846153846,1.0439078454267836,2.0,3.0,3.0,4.0,5.0
1454,Tank Girl (1995),41.0,2.8536585365853657,1.1950099499534743,1.0,2.0,3.0,4.0,5.0
1455,Target (1995),1.0,3.0,,3.0,3.0,3.0,3.0,3.0
1456,Taxi Driver (1976),182.0,4.12087912087912,0.8518444704769152,2.0,4.0,4.0,5.0,5.0
1457,Telling Lies in America (1997),13.0,3.2307692307692313,1.363442099604658,1.0,3.0,3.0,4.0,5.0
1458,Temptress Moon (Feng Yue) (1996),3.0,1.6666666666666667,1.1547005383792517,1.0,1.0,1.0,2.0,3.0
1459,Terminal Velocity (1994),34.0,2.676470588235294,0.911894073968593,1.0,2.0,3.0,3.0,4.0
1460,Terminator 2: Judgment Day (1991),295.0,4.0067796610169495,0.9758764431207361,1.0,4.0,4.0,5.0,5.0
1461,"Terminator, The (1984)",301.0,3.933554817275748,0.9706889243307492,1.0,3.0,4.0,5.0,5.0
1462,Terror in a Texas Town (1958),1.0,1.0,,1.0,1.0,1.0,1.0,1.0
1463,Tetsuo II: Body Hammer (1992),6.0,2.6666666666666665,1.3662601021279464,1.0,1.5,3.0,3.75,4.0
1464,That Darn Cat! (1965),19.0,2.473684210526316,0.964274111134126,1.0,2.0,3.0,3.0,4.0
1465,That Darn Cat! (1997),41.0,2.463414634146341,1.3247181016278473,1.0,1.0,2.0,3.0,5.0
1466,That Old Feeling (1997),11.0,3.363636363636364,1.026910636104941,2.0,3.0,3.0,4.0,5.0
1467,That Thing You Do! (1996),176.0,3.4659090909090913,0.9791992487901376,1.0,3.0,3.0,4.0,5.0
1468,The Courtyard (1995),1.0,1.0,,1.0,1.0,1.0,1.0,1.0
1469,The Deadly Cure (1996),2.0,3.0,2.8284271247461903,1.0,2.0,3.0,4.0,5.0
1470,The Innocent (1994),4.0,3.0,1.4142135623730951,1.0,2.5,3.5,4.0,4.0
1471,Theodore Rex (1995),5.0,1.4,0.8944271909999159,1.0,1.0,1.0,1.0,3.0
1472,They Made Me a Criminal (1939),1.0,5.0,,5.0,5.0,5.0,5.0,5.0
1473,"Thieves (Voleurs, Les) (1996)",7.0,3.7142857142857135,0.951189731211342,3.0,3.0,3.0,4.5,5.0
1474,"Thin Blue Line, The (1988)",35.0,3.7714285714285714,1.0025178386476337,1.0,3.0,4.0,5.0,5.0
1475,"Thin Line Between Love and Hate, A (1996)",12.0,2.4166666666666665,1.5642792899510294,1.0,1.0,2.0,3.25,5.0
1476,"Thin Man, The (1934)",60.0,4.15,0.8197767368650349,2.0,4.0,4.0,5.0,5.0
1477,Things to Do in Denver when You're Dead (1995),71.0,3.1549295774647885,1.064329263284678,1.0,3.0,3.0,4.0,5.0
1478,Thinner (1996),49.0,2.4489795918367347,0.9802470881066144,1.0,2.0,3.0,3.0,4.0
1479,"Third Man, The (1949)",72.0,4.333333333333333,0.7872218936609647,1.0,4.0,4.0,5.0,5.0
1480,Thirty-Two Short Films About Glenn Gould (1993),18.0,3.9444444444444446,0.5393048054696105,3.0,4.0,4.0,4.0,5.0
1481,This Is Spinal Tap (1984),191.0,3.9057591623036654,1.0060440110741884,1.0,3.0,4.0,5.0,5.0
1482,"Thousand Acres, A (1997)",37.0,3.4054054054054053,1.0661316225666682,1.0,3.0,4.0,4.0,5.0
1483,"Three Caballeros, The (1945)",22.0,3.272727272727273,1.162174406295953,2.0,2.0,3.0,4.0,5.0
1484,Three Colors: Blue (1993),64.0,4.015625,1.0614782669047498,1.0,3.0,4.0,5.0,5.0
1485,Three Colors: Red (1994),83.0,4.0602409638554215,1.0163228504517057,1.0,4.0,4.0,5.0,5.0
1486,Three Colors: White (1994),59.0,3.864406779661017,0.973044052563452,1.0,3.0,4.0,5.0,5.0
1487,Three Lives and Only One Death (1996),1.0,3.0,,3.0,3.0,3.0,3.0,3.0
1488,"Three Musketeers, The (1993)",89.0,3.3033707865168536,0.9342534012639384,1.0,3.0,3.0,4.0,5.0
1489,Three Wishes (1995),9.0,3.2222222222222223,1.301708279317776,1.0,2.0,4.0,4.0,5.0
1490,Threesome (1994),31.0,2.838709677419355,1.0359142240407226,1.0,2.0,3.0,3.5,5.0
1491,Tie Me Up! Tie Me Down! (1990),32.0,3.1875,0.8590129369261278,1.0,3.0,3.0,4.0,5.0
1492,"Tie That Binds, The (1995)",7.0,2.4285714285714284,1.2724180205607034,1.0,1.5,2.0,3.5,4.0
1493,Tigrero: A Film That Was Never Made (1994),1.0,1.0,,1.0,1.0,1.0,1.0,1.0
1494,Time Tracers (1995),2.0,1.5,0.7071067811865476,1.0,1.25,1.5,1.75,2.0
1495,"Time to Kill, A (1996)",232.0,3.685344827586207,0.9535310826610948,1.0,3.0,4.0,4.0,5.0
1496,Timecop (1994),31.0,3.0967741935483866,0.870051290046643,1.0,3.0,3.0,4.0,5.0
1497,Tin Cup (1996),193.0,3.160621761658031,1.0358690126647103,1.0,3.0,3.0,4.0,5.0
1498,"Tin Drum, The (Blechtrommel, Die) (1979)",40.0,3.7,0.9922778767136676,1.0,3.0,4.0,4.0,5.0
1499,Tin Men (1987),51.0,3.07843137254902,0.7705358461460945,1.0,3.0,3.0,3.5,5.0
1500,Titanic (1997),350.0,4.2457142857142856,0.9468218160621682,1.0,4.0,5.0,5.0,5.0
1501,To Be or Not to Be (1942),18.0,3.611111111111111,0.9164438231805327,2.0,3.0,4.0,4.0,5.0
1502,To Catch a Thief (1955),50.0,4.02,0.7690439333539866,2.0,4.0,4.0,4.75,5.0
1503,To Cross the Rubicon (1991),1.0,1.0,,1.0,1.0,1.0,1.0,1.0
1504,To Die For (1995),87.0,3.2758620689655173,1.168278948575229,1.0,2.5,3.0,4.0,5.0
1505,To Gillian on Her 37th Birthday (1996),44.0,3.0681818181818183,0.9976187292568536,2.0,2.0,3.0,4.0,5.0
1506,"To Have, or Not (1995)",2.0,2.0,1.4142135623730951,1.0,1.5,2.0,2.5,3.0
1507,To Kill a Mockingbird (1962),219.0,4.2922374429223735,0.7397520153941249,1.0,4.0,4.0,5.0,5.0
1508,To Live (Huozhe) (1994),14.0,3.7857142857142856,1.2513728724621074,1.0,3.0,4.0,5.0,5.0
1509,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",57.0,2.8947368421052637,1.1129787978714054,1.0,2.0,3.0,4.0,5.0
1510,Tokyo Fist (1995),1.0,4.0,,4.0,4.0,4.0,4.0,4.0
1511,Tom & Viv (1994),9.0,3.333333333333333,1.118033988749895,1.0,3.0,3.0,4.0,5.0
1512,Tom and Huck (1995),12.0,3.1666666666666665,1.19341628287971,1.0,3.0,3.0,4.0,5.0
1513,Tombstone (1993),108.0,3.6666666666666665,0.9763559945211496,1.0,3.0,4.0,4.0,5.0
1514,Tommy Boy (1995),66.0,2.9090909090909087,1.063047473102651,1.0,2.0,3.0,4.0,5.0
1515,Tomorrow Never Dies (1997),180.0,3.4277777777777776,0.9216850948282448,1.0,3.0,3.0,4.0,5.0
1516,Top Gun (1986),220.0,3.481818181818182,1.0357254813546253,1.0,3.0,4.0,4.0,5.0
1517,Top Hat (1935),21.0,4.047619047619048,1.1169686869465263,2.0,3.0,4.0,5.0,5.0
1518,Total Eclipse (1995),4.0,2.75,1.707825127659933,1.0,1.75,2.5,3.5,5.0
1519,Touch (1997),9.0,2.7777777777777777,0.6666666666666666,2.0,2.0,3.0,3.0,4.0
1520,Touch of Evil (1958),34.0,3.9117647058823533,0.8657680793384713,1.0,3.25,4.0,4.0,5.0
1521,Tough and Deadly (1995),2.0,3.0,2.8284271247461903,1.0,2.0,3.0,4.0,5.0
1522,Touki Bouki (Journey of the Hyena) (1973),1.0,1.0,,1.0,1.0,1.0,1.0,1.0
1523,Toy Story (1995),452.0,3.878318584070796,0.9278967014291252,1.0,3.0,4.0,5.0,5.0
1524,Trainspotting (1996),250.0,3.884,1.0785160115402053,1.0,3.0,4.0,5.0,5.0
1525,"Transformers: The Movie, The (1986)",32.0,2.84375,1.2471742253538984,1.0,2.0,3.0,4.0,5.0
1526,Traveller (1997),13.0,3.3076923076923075,1.1821319289469758,1.0,3.0,3.0,4.0,5.0
1527,"Treasure of the Sierra Madre, The (1948)",80.0,4.1,0.7564072307521774,2.0,4.0,4.0,5.0,5.0
1528,Trees Lounge (1996),50.0,3.24,1.0214035960982557,1.0,3.0,3.0,4.0,5.0
1529,Trial and Error (1997),23.0,2.5217391304347827,1.122884484360431,1.0,2.0,3.0,3.0,5.0
1530,Trial by Jury (1994),7.0,2.4285714285714284,0.7867957924694432,1.0,2.0,3.0,3.0,3.0
1531,"Trigger Effect, The (1996)",35.0,3.2,0.9941002434954168,1.0,3.0,3.0,4.0,5.0
1532,True Crime (1995),9.0,3.333333333333333,1.224744871391589,1.0,3.0,3.0,4.0,5.0
1533,True Lies (1994),208.0,3.5625,1.074939611830416,1.0,3.0,4.0,4.0,5.0
1534,True Romance (1993),104.0,3.615384615384616,0.9883564105747088,1.0,3.0,4.0,4.0,5.0
1535,"Truman Show, The (1998)",11.0,2.9090909090909087,1.300349603340998,1.0,2.0,3.0,4.0,5.0
1536,Trust (1990),19.0,3.7894736842105265,0.976328005472037,2.0,3.0,4.0,4.5,5.0
1537,"Truth About Cats & Dogs, The (1996)",272.0,3.4852941176470584,0.9565103712440192,1.0,3.0,4.0,4.0,5.0
1538,"Truth or Consequences, N.M. (1997)",3.0,2.0,1.0,1.0,1.5,2.0,2.5,3.0
1539,Turbo: A Power Rangers Movie (1997),5.0,1.8,1.7888543819998322,1.0,1.0,1.0,1.0,5.0
1540,Turbulence (1997),23.0,2.565217391304348,1.3082287455154336,1.0,1.5,3.0,3.0,5.0
1541,"Turning, The (1992)",2.0,2.5,0.7071067811865476,2.0,2.25,2.5,2.75,3.0
1542,Twelfth Night (1996),29.0,3.4137931034482767,0.9070061182385524,1.0,3.0,4.0,4.0,5.0
1543,Twelve Monkeys (1995),392.0,3.798469387755102,0.98203697904738,1.0,3.0,4.0,5.0,5.0
1544,Twilight (1998),4.0,2.5,0.5773502691896257,2.0,2.0,2.5,3.0,3.0
1545,Twin Town (1997),6.0,2.1666666666666665,1.4719601443879746,1.0,1.0,1.5,3.5,4.0
1546,Twisted (1996),6.0,3.5,0.8366600265340756,3.0,3.0,3.0,3.75,5.0
